item_number,days_in_warehouse,shipment_frequency,category,total_quantity_received,frequency_received,total_quantity_shipped,frequency_shipped,priority_cluster
P5001013,9.583333333333334,12,Medium Mover,97,13,119,52,Low Priority Item
188712,9.666666666666666,12,Medium Mover,41,13,38,20,Low Priority Item
P5003572,11.083333333333334,12,Medium Mover,190,12,263,58,Low Priority Item
P2001747,12.666666666666666,12,Medium Mover,84,12,122,37,Low Priority Item
178882,13.083333333333334,12,Medium Mover,31,12,34,22,Low Priority Item
P63250,14.083333333333334,12,Medium Mover,126,12,116,15,Low Priority Item
P5004269,14.583333333333334,12,Medium Mover,45,12,51,33,Medium Priority Item
P6014973,14.916666666666666,12,Medium Mover,182,18,103,22,Low Priority Item
178582,15.25,12,Medium Mover,24,15,19,13,Low Priority Item
188555,16.083333333333332,12,Medium Mover,25,13,31,24,Low Priority Item
178712,16.75,12,Medium Mover,23,12,22,20,Low Priority Item
P2002536,17.416666666666668,12,Medium Mover,4140,14,3432,108,Low Priority Item
SM2232,17.5,12,Medium Mover,20,12,20,13,Low Priority Item
V50927,17.5,12,Medium Mover,2030,13,2228,50,Low Priority Item
179343,18.083333333333332,12,Medium Mover,18,12,16,12,Low Priority Item
178580,18.666666666666668,12,Medium Mover,33,14,39,24,Low Priority Item
183765,19.5,12,Medium Mover,14,12,13,11,Low Priority Item
P5001055,20.0,12,Medium Mover,51,14,44,26,Low Priority Item
179254,21.333333333333332,12,Medium Mover,25,14,19,10,Medium Priority Item
184089,23.25,12,Medium Mover,18,13,16,14,Low Priority Item
175848,24.5,12,Medium Mover,22,15,20,12,Low Priority Item
P5001819,25.166666666666668,12,Medium Mover,162,15,130,16,Low Priority Item
P6010448,26.25,12,Medium Mover,25,13,32,23,Low Priority Item
178633,26.833333333333332,12,Medium Mover,15,14,13,13,Low Priority Item
DM0055,26.916666666666668,12,Medium Mover,237,12,163,19,Low Priority Item
DM0460,27.5,12,Medium Mover,242,16,172,46,Low Priority Item
V59173,27.5,12,Medium Mover,1437,12,1774,46,Low Priority Item
P6013444,28.75,12,Medium Mover,34,12,24,21,Low Priority Item
179365,31.25,12,Slow Mover,22,12,18,16,Low Priority Item
SM2254,32.333333333333336,12,Slow Mover,24,12,23,13,Low Priority Item
175847,32.833333333333336,12,Slow Mover,39,14,44,25,Low Priority Item
AC1868,32.916666666666664,12,Slow Mover,48,12,34,20,Low Priority Item
SM2168,33.083333333333336,12,Slow Mover,164,19,190,23,Low Priority Item
P5001829,34.833333333333336,12,Slow Mover,55,13,48,15,Low Priority Item
175904,34.916666666666664,12,Slow Mover,31,12,27,16,Low Priority Item
178487,35.0,12,Slow Mover,34,15,36,27,Low Priority Item
179283,37.25,12,Slow Mover,23,13,16,10,Low Priority Item
P6013424,38.083333333333336,12,Slow Mover,59,23,33,20,Low Priority Item
182222,41.75,12,Slow Mover,22,13,19,13,Low Priority Item
P45720,42.416666666666664,12,Slow Mover,470,12,428,28,Low Priority Item
V01321,44.083333333333336,12,Slow Mover,21400,12,14400,12,Low Priority Item
181876,47.583333333333336,12,Slow Mover,33,15,28,14,Low Priority Item
DM1119,47.75,12,Slow Mover,59,14,55,26,Low Priority Item
P78802,48.833333333333336,12,Slow Mover,152,22,85,13,Low Priority Item
P5002177,50.0,12,Slow Mover,118,15,103,16,Low Priority Item
P2003473,53.583333333333336,12,Slow Mover,20,12,25,15,Low Priority Item
A07034,57.75,12,Slow Mover,155,14,131,16,Low Priority Item
SM0707,62.833333333333336,12,Slow Mover,27,14,37,23,Low Priority Item
226220,64.83333333333333,12,Slow Mover,1935,13,1501,16,Low Priority Item
P6015551,68.83333333333333,12,Slow Mover,119,13,119,29,Low Priority Item
P6010130,71.58333333333333,12,Slow Mover,313,14,153,25,Low Priority Item
P78792,72.66666666666667,12,Slow Mover,49,13,25,12,Low Priority Item
P6010166,73.08333333333333,12,Slow Mover,222,12,204,20,Low Priority Item
V1000992,74.0,12,Slow Mover,130,13,120,13,Low Priority Item
P6010590,74.75,12,Slow Mover,18,12,13,11,Low Priority Item
P5001777,76.08333333333333,12,Slow Mover,59,12,61,29,Low Priority Item
175831,77.66666666666667,12,Slow Mover,32,14,25,21,Low Priority Item
P5001493,82.91666666666667,12,Slow Mover,12,12,13,13,Low Priority Item
P6010671,83.58333333333333,12,Slow Mover,24,12,31,26,Low Priority Item
P6014905,84.5,12,Slow Mover,198,12,55,15,Low Priority Item
104618,87.58333333333333,12,Slow Mover,24,14,24,15,Low Priority Item
V1001108,96.83333333333333,12,Slow Mover,47,12,40,18,Low Priority Item
P6010893,99.41666666666667,12,Slow Mover,346,12,34,7,Low Priority Item
P78803,110.33333333333333,12,Slow Mover,111,16,64,14,Low Priority Item
P6010343,114.66666666666667,12,Slow Mover,56,15,14,7,Low Priority Item
V1000956,146.5,12,Slow Mover,49,12,39,13,Low Priority Item
P6010907,161.58333333333334,12,Slow Mover,248,12,164,19,Low Priority Item
P5004643,370.1666666666667,12,Leftovers,26,12,6,4,Low Priority Item
V1001028,370.5833333333333,12,Leftovers,39,12,45,14,Low Priority Item
178815,3.5454545454545454,11,Fast Mover,20,15,16,12,Top Priority Item
P5001079,5.0,11,Fast Mover,689,13,769,109,Top Priority Item
FM0049,5.636363636363637,11,Fast Mover,13,13,11,11,Top Priority Item
175824,5.909090909090909,11,Fast Mover,92,11,82,41,Top Priority Item
P5003619,6.818181818181818,11,Fast Mover,104,13,89,38,Top Priority Item
178662,8.363636363636363,11,Medium Mover,30,13,36,24,Low Priority Item
SM0014,8.636363636363637,11,Medium Mover,13,12,14,14,Low Priority Item
183534,9.090909090909092,11,Medium Mover,30,12,21,13,Low Priority Item
179267,9.363636363636363,11,Medium Mover,22,11,22,12,Low Priority Item
P5001635,11.545454545454545,11,Medium Mover,32,13,37,32,Low Priority Item
P6010635,12.272727272727273,11,Medium Mover,17,11,11,6,Medium Priority Item
SM2119,12.363636363636363,11,Medium Mover,23,12,18,13,Low Priority Item
SM0181,14.454545454545455,11,Medium Mover,22,11,22,15,Low Priority Item
P5001479,15.272727272727273,11,Medium Mover,94,15,75,28,Medium Priority Item
P6010660,15.636363636363637,11,Medium Mover,36,11,33,18,Low Priority Item
AC1859,16.818181818181817,11,Medium Mover,15,12,14,14,Low Priority Item
184049,18.636363636363637,11,Medium Mover,17,11,15,10,Medium Priority Item
182216,18.90909090909091,11,Medium Mover,12,12,10,10,Medium Priority Item
P5001056,19.09090909090909,11,Medium Mover,193,11,46,14,Low Priority Item
P77265,19.545454545454547,11,Medium Mover,1186,12,930,14,Low Priority Item
P5003564,20.181818181818183,11,Medium Mover,293,12,378,81,Low Priority Item
52-229-647-001,21.0,11,Medium Mover,108,11,114,50,Low Priority Item
179249,21.545454545454547,11,Medium Mover,23,11,25,15,Low Priority Item
P5004266,22.636363636363637,11,Medium Mover,52,11,29,18,Low Priority Item
P58647,22.90909090909091,11,Medium Mover,16,14,13,12,Low Priority Item
DP0692,25.181818181818183,11,Medium Mover,1857,16,738,101,Low Priority Item
185022,25.545454545454547,11,Medium Mover,2150,13,1128,28,Low Priority Item
P5002513,25.90909090909091,11,Medium Mover,131,14,65,26,Medium Priority Item
P6015549,26.363636363636363,11,Medium Mover,122,11,126,34,Low Priority Item
P2000656,26.454545454545453,11,Medium Mover,31,11,32,18,Low Priority Item
EE0147,26.545454545454547,11,Medium Mover,18,11,17,14,Low Priority Item
187202,27.818181818181817,11,Medium Mover,2651,12,1012,18,Low Priority Item
185143,28.545454545454547,11,Medium Mover,2592,11,2035,24,Low Priority Item
P5001697,28.636363636363637,11,Medium Mover,20,11,19,11,Low Priority Item
P5001383,30.545454545454547,11,Slow Mover,13,13,29,25,Low Priority Item
178611,30.818181818181817,11,Slow Mover,24,13,20,16,Low Priority Item
P63231,30.90909090909091,11,Slow Mover,1000,11,900,14,Low Priority Item
V1001085,31.363636363636363,11,Slow Mover,41,14,29,18,Low Priority Item
P5001833,32.18181818181818,11,Slow Mover,189,17,119,11,Low Priority Item
7C5350180,32.72727272727273,11,Slow Mover,87,11,14,2,Low Priority Item
188417,32.90909090909091,11,Slow Mover,14,11,14,12,Low Priority Item
P86111,33.36363636363637,11,Slow Mover,47,12,51,26,Low Priority Item
178505,34.63636363636363,11,Slow Mover,23,15,16,13,Low Priority Item
P5002173,35.63636363636363,11,Slow Mover,71,11,50,11,Low Priority Item
P5001840,36.45454545454545,11,Slow Mover,160,13,127,15,Low Priority Item
P6010493,36.72727272727273,11,Slow Mover,21,11,29,18,Low Priority Item
V50928,37.63636363636363,11,Slow Mover,952,11,810,45,Low Priority Item
60A0B1004,37.81818181818182,11,Slow Mover,289,11,213,19,Low Priority Item
P6014851,38.72727272727273,11,Slow Mover,73,11,64,26,Low Priority Item
P2002519,41.36363636363637,11,Slow Mover,43,14,43,22,Low Priority Item
P5001814,42.0,11,Slow Mover,210,13,170,15,Low Priority Item
188432,48.0,11,Slow Mover,25,13,18,12,Low Priority Item
P81498,49.90909090909091,11,Slow Mover,207,11,155,13,Low Priority Item
P6010148,50.63636363636363,11,Slow Mover,312,13,114,29,Low Priority Item
P82169,51.90909090909091,11,Slow Mover,95,15,61,11,Low Priority Item
226700,57.27272727272727,11,Slow Mover,1250,12,1061,15,Low Priority Item
P58572,57.36363636363637,11,Slow Mover,857,15,790,15,Low Priority Item
P6015650,59.36363636363637,11,Slow Mover,44,11,24,12,Low Priority Item
P6015883,63.27272727272727,11,Slow Mover,43,12,64,33,Low Priority Item
G95786,63.90909090909091,11,Slow Mover,5280,11,3840,9,Low Priority Item
175833,66.72727272727273,11,Slow Mover,24,12,18,16,Low Priority Item
P81497,67.36363636363636,11,Slow Mover,1100,11,712,14,Low Priority Item
P6015264,69.72727272727273,11,Slow Mover,202,11,52,14,Low Priority Item
P6015265,69.72727272727273,11,Slow Mover,202,11,54,16,Low Priority Item
169038,76.27272727272727,11,Slow Mover,462,14,303,30,Low Priority Item
P5001667,81.81818181818181,11,Slow Mover,26,11,42,22,Low Priority Item
111046,82.54545454545455,11,Slow Mover,429,12,255,40,Low Priority Item
P5001638,97.0,11,Slow Mover,25,11,36,21,Low Priority Item
P2002480,101.0909090909091,11,Slow Mover,456,14,276,14,Low Priority Item
P2000688,102.36363636363636,11,Slow Mover,26,11,28,15,Low Priority Item
V1001019,106.72727272727273,11,Slow Mover,96,12,87,18,Low Priority Item
772720339,119.63636363636364,11,Slow Mover,187,12,96,7,Low Priority Item
P6010929,125.54545454545455,11,Slow Mover,54,15,41,22,Low Priority Item
216790,136.27272727272728,11,Slow Mover,15200,11,10054,20,Low Priority Item
P6016201,163.72727272727272,11,Slow Mover,128,11,56,12,Low Priority Item
52-128-321-520,210.1818181818182,11,Leftovers,22,11,12,8,Low Priority Item
103350,264.3636363636364,11,Leftovers,1872,11,432,3,Low Priority Item
P6016234,287.1818181818182,11,Leftovers,33,11,14,9,Low Priority Item
179362,5.7,10,Fast Mover,18,11,17,10,Low Priority Item
52-460-769-702,5.7,10,Fast Mover,16,11,16,14,Top Priority Item
179265,5.8,10,Fast Mover,19,11,17,10,Low Priority Item
180705,6.9,10,Fast Mover,16,10,16,12,Top Priority Item
182717,11.7,10,Medium Mover,26,10,21,10,Medium Priority Item
183747,13.1,10,Medium Mover,23,10,23,12,Low Priority Item
V50925,13.2,10,Medium Mover,3735,10,4091,45,Low Priority Item
DM0457,13.7,10,Medium Mover,70,13,44,13,Low Priority Item
DF0676,16.0,10,Medium Mover,744,14,768,18,Low Priority Item
175850,16.1,10,Medium Mover,13,11,16,14,Low Priority Item
P5001247,17.3,10,Medium Mover,899,10,821,78,Low Priority Item
P5001796,17.5,10,Medium Mover,226,12,187,12,Low Priority Item
P5004257,17.8,10,Medium Mover,1840,11,1139,39,Low Priority Item
P5002558,18.7,10,Medium Mover,164,10,72,29,Medium Priority Item
SM0709,18.9,10,Medium Mover,33,12,33,15,Low Priority Item
SM2212,21.7,10,Medium Mover,19,11,15,10,Medium Priority Item
179278,24.0,10,Medium Mover,19,11,19,14,Low Priority Item
SM2249,25.4,10,Medium Mover,23,11,22,13,Low Priority Item
175910,26.3,10,Medium Mover,14,10,13,11,Low Priority Item
P5001476,26.4,10,Medium Mover,96,10,75,26,Medium Priority Item
P5001817,26.7,10,Medium Mover,196,12,148,13,Low Priority Item
52-239-566-001,27.8,10,Medium Mover,1208,10,812,90,Low Priority Item
175860,29.0,10,Medium Mover,18,13,15,13,Low Priority Item
182234,29.7,10,Medium Mover,15,11,13,10,Medium Priority Item
P77101,31.2,10,Slow Mover,630,11,552,47,Low Priority Item
P6010106,32.0,10,Slow Mover,204,11,80,16,Low Priority Item
DM1060,32.4,10,Slow Mover,89,10,53,17,Low Priority Item
V1001168,32.5,10,Slow Mover,100,11,125,27,Low Priority Item
AC2606,33.1,10,Slow Mover,30,10,33,21,Low Priority Item
SM2062,33.1,10,Slow Mover,372,11,360,13,Low Priority Item
772210001,35.9,10,Slow Mover,37,12,25,14,Low Priority Item
175020,36.4,10,Slow Mover,16,10,15,10,Low Priority Item
60A0B6002,37.4,10,Slow Mover,133,10,63,15,Low Priority Item
P5001112,39.0,10,Slow Mover,13,10,13,11,Low Priority Item
P6015261,40.0,10,Slow Mover,205,10,55,16,Low Priority Item
180166,41.6,10,Slow Mover,15,10,13,10,Low Priority Item
175059,46.7,10,Slow Mover,15,10,12,10,Low Priority Item
G92846,48.3,10,Slow Mover,3240,10,1891,7,Low Priority Item
181885,49.5,10,Slow Mover,13,10,16,15,Low Priority Item
P81312,52.9,10,Slow Mover,356,10,396,14,Low Priority Item
P5001193,54.5,10,Slow Mover,136,12,107,21,Low Priority Item
P6010105,54.8,10,Slow Mover,288,11,193,25,Low Priority Item
52-462-487-501,55.2,10,Slow Mover,388,10,71,20,Low Priority Item
SM2213,56.1,10,Slow Mover,18,11,23,16,Low Priority Item
227000,57.5,10,Slow Mover,299,12,217,26,Low Priority Item
P5001831,58.1,10,Slow Mover,83,11,42,9,Low Priority Item
G92849,58.7,10,Slow Mover,6100,10,3601,8,Low Priority Item
SM2105,60.9,10,Slow Mover,286,12,234,23,Low Priority Item
G95806,62.1,10,Slow Mover,9000,10,7500,25,Low Priority Item
P2001576,63.4,10,Slow Mover,391,11,295,13,Low Priority Item
SM2081,63.6,10,Slow Mover,332,12,287,20,Low Priority Item
236761,65.6,10,Slow Mover,10688,19,4312,11,Low Priority Item
P5001718,66.5,10,Slow Mover,13,10,18,14,Low Priority Item
P6011005,66.6,10,Slow Mover,175,11,102,24,Low Priority Item
175857,69.6,10,Slow Mover,23,11,24,14,Low Priority Item
P5004303,74.4,10,Slow Mover,20,10,24,14,Low Priority Item
P5001349,74.7,10,Slow Mover,18,10,21,17,Low Priority Item
112118,76.7,10,Slow Mover,936,10,701,45,Low Priority Item
AC1867,79.2,10,Slow Mover,40,10,40,18,Low Priority Item
P6010108,80.2,10,Slow Mover,210,10,64,10,Low Priority Item
103257LF,91.3,10,Slow Mover,1584,10,288,2,Low Priority Item
P6014949,91.7,10,Slow Mover,211,10,99,14,Low Priority Item
P6014899,91.8,10,Slow Mover,138,10,120,21,Low Priority Item
DM0461,93.3,10,Slow Mover,17,10,15,10,Low Priority Item
181897,94.8,10,Slow Mover,16,13,15,13,Low Priority Item
P6013105,104.4,10,Slow Mover,50,10,34,8,Low Priority Item
DM1050,118.6,10,Slow Mover,26,11,10,6,Low Priority Item
SM2110,122.6,10,Slow Mover,211,12,210,23,Low Priority Item
P6011544,144.6,10,Slow Mover,10,10,8,8,Low Priority Item
P6011041,148.3,10,Slow Mover,20,10,12,7,Low Priority Item
P2001009,159.5,10,Slow Mover,22,10,22,10,Low Priority Item
P6010152,170.5,10,Slow Mover,120,10,21,4,Low Priority Item
P6012737,197.0,10,Leftovers,20,10,3,2,Low Priority Item
763478060,417.2,10,Leftovers,270,11,117,10,Low Priority Item
P5001010,4.555555555555555,9,Fast Mover,94,14,72,34,Top Priority Item
60A0B1006,4.777777777777778,9,Fast Mover,113,9,71,21,Top Priority Item
P6010983,6.777777777777778,9,Fast Mover,780,9,802,44,Top Priority Item
178443,7.222222222222222,9,Medium Mover,12,10,11,11,Low Priority Item
183545,9.0,9,Medium Mover,18,10,15,11,Low Priority Item
52-239-570-001,9.666666666666666,9,Medium Mover,1037,9,462,24,Low Priority Item
SM1818,9.666666666666666,9,Medium Mover,9,9,8,8,Medium Priority Item
52-229-646-001,10.777777777777779,9,Medium Mover,96,10,126,59,Low Priority Item
178711,11.333333333333334,9,Medium Mover,11,9,11,10,Medium Priority Item
FM0026,12.444444444444445,9,Medium Mover,9,9,8,8,Medium Priority Item
188704,13.444444444444445,9,Medium Mover,15,10,14,11,Low Priority Item
P5003602,14.555555555555555,9,Medium Mover,207,9,232,69,Low Priority Item
179185,15.555555555555555,9,Medium Mover,14,9,8,7,Medium Priority Item
180846,15.777777777777779,9,Medium Mover,18,10,14,11,Low Priority Item
P5002188,18.333333333333332,9,Medium Mover,108,11,64,9,Medium Priority Item
DP1606,18.444444444444443,9,Medium Mover,1200,11,846,103,Low Priority Item
P5001393,18.77777777777778,9,Medium Mover,20,10,30,19,Low Priority Item
SM2240,19.555555555555557,9,Medium Mover,14,9,11,11,Low Priority Item
P5001108,22.0,9,Medium Mover,41,11,48,24,Low Priority Item
P5002175,22.333333333333332,9,Medium Mover,146,10,116,16,Low Priority Item
184097,23.22222222222222,9,Medium Mover,12,10,13,12,Low Priority Item
P5004260,23.22222222222222,9,Medium Mover,1456,10,1003,44,Low Priority Item
P5002235,23.333333333333332,9,Medium Mover,29,10,18,8,Medium Priority Item
P5002174,24.0,9,Medium Mover,96,9,74,9,Medium Priority Item
P6015418,24.0,9,Medium Mover,750,10,558,63,Low Priority Item
178733,24.555555555555557,9,Medium Mover,15,9,17,12,Low Priority Item
CM1101,26.666666666666668,9,Medium Mover,14,10,11,10,Medium Priority Item
183299,27.22222222222222,9,Medium Mover,17,12,9,8,Medium Priority Item
P5002561,27.444444444444443,9,Medium Mover,118,10,90,33,Medium Priority Item
DM0401,29.0,9,Medium Mover,945,9,1060,38,Low Priority Item
112098,29.11111111111111,9,Medium Mover,468,9,470,67,Low Priority Item
P6010376,30.11111111111111,9,Slow Mover,218,10,200,26,Low Priority Item
P2004757,30.444444444444443,9,Slow Mover,31,9,12,4,Low Priority Item
P6011598,31.0,9,Slow Mover,48,11,35,13,Low Priority Item
P6013507,31.333333333333332,9,Slow Mover,57,9,28,11,Low Priority Item
V1002166,31.666666666666668,9,Slow Mover,74,10,78,17,Low Priority Item
60A0B3003,34.333333333333336,9,Slow Mover,160,10,103,16,Low Priority Item
7C8051030,34.333333333333336,9,Slow Mover,101,9,122,20,Low Priority Item
P2002493,34.77777777777778,9,Slow Mover,31,10,36,21,Low Priority Item
P58501,35.22222222222222,9,Slow Mover,26192,14,10040,7,Low Priority Item
P5001228,35.77777777777778,9,Slow Mover,53,13,52,16,Low Priority Item
512749,37.0,9,Slow Mover,1320,9,1626,26,Low Priority Item
P2001147,40.22222222222222,9,Slow Mover,111,10,95,22,Low Priority Item
P2000658,41.0,9,Slow Mover,32,10,40,22,Low Priority Item
231820,42.44444444444444,9,Slow Mover,11748,14,2088,8,Low Priority Item
P5001678,45.666666666666664,9,Slow Mover,11,9,13,12,Low Priority Item
FP0002,46.333333333333336,9,Slow Mover,9,9,9,9,Low Priority Item
AP0040,46.666666666666664,9,Slow Mover,23,12,14,4,Low Priority Item
P85252,51.22222222222222,9,Slow Mover,100,10,100,16,Low Priority Item
763418110,53.111111111111114,9,Slow Mover,58,9,70,27,Low Priority Item
52-360-245-001,54.0,9,Slow Mover,34,9,34,13,Low Priority Item
104600,54.111111111111114,9,Slow Mover,13,12,12,12,Low Priority Item
SM0008,54.333333333333336,9,Slow Mover,9,9,8,8,Low Priority Item
P6013096,55.333333333333336,9,Slow Mover,35,15,21,15,Low Priority Item
P6010264,58.666666666666664,9,Slow Mover,70,10,47,26,Low Priority Item
AP3985,62.333333333333336,9,Slow Mover,18,14,28,22,Low Priority Item
P6013087,63.111111111111114,9,Slow Mover,69,10,39,16,Low Priority Item
SM2246,63.666666666666664,9,Slow Mover,16,11,14,12,Low Priority Item
769180450,69.77777777777777,9,Slow Mover,171,19,97,12,Low Priority Item
